,houseName,roomType,area,toward,floor,year,address,price,unitPrice,region
9405,江南大道中 ,3室1厅,90.09平米,西,中楼层(共9层),塔楼,昌岗,460,单价51061元/平米,海珠
9406,嘉仕花园雅仕阁 ,2室2厅,80.29平米,南,中楼层(共12层),2003年建塔楼,滨江东,500,单价62275元/平米,海珠
9407,嘉仕花园东区 ,3室2厅,126平米,北,低楼层(共32层),2003年建塔楼,滨江东,743.4,单价59000元/平米,海珠
9408,前进路南园大街 ,2室1厅,57.2平米,东南,高楼层(共9层),塔楼,前进路,180,单价31469元/平米,海珠
9409,逸景翠园 ,3室2厅,79.68平米,东南,高楼层(共12层),2002年建塔楼,广州大道南,390,单价48946元/平米,海珠
9410,佳兆业君汇上品 ,3室2厅,109平米,东,高楼层(共30层),2013年建塔楼,前进路,750,单价68808元/平米,海珠
9411,海印南苑 ,2室2厅,75.38平米,南 北,中楼层(共28层),2000年建塔楼,东晓路,398,单价52800元/平米,海珠
9412,南洲花苑恒康楼 ,2室2厅,70平米,东南,低楼层(共9层),1993年建塔楼,金碧,270,单价38572元/平米,海珠
9413,嘉鸿花园 ,2室2厅,65.78平米,东,低楼层(共12层),1999年建塔楼,金碧,290,单价44087元/平米,海珠
9414,森语星园 ,2室1厅,82.43平米,南,低楼层(共29层),2004年建塔楼,南洲,330,单价40034元/平米,海珠
9415,富基广场 ,2室1厅,83.4平米,南,低楼层(共34层),2005年建塔楼,滨江中,425,单价50960元/平米,海珠
9416,洪德路鹤洲直街 ,独栋别墅,4室2厅,93平米,1层,暂无数据层,宝岗,285,单价30646元/平米,海珠
9417,尚领时代 ,2室1厅,81.03平米,南,高楼层(共19层),2006年建塔楼,金碧,379,单价46773元/平米,海珠
9418,凤安花园 ,1室1厅,48.19平米,北,高楼层(共9层),1998年建塔楼,工业大道北,155,单价32165元/平米,海珠
9419,保利花园 ,3室2厅,126平米,北,中楼层(共11层),2005年建塔楼,工业大道中,570,单价45239元/平米,海珠
9420,凤安花园 ,1室1厅,48.19平米,北,高楼层(共9层),1998年建塔楼,工业大道北,155,单价32165元/平米,海珠
9421,保利花园 ,3室2厅,126平米,北,中楼层(共11层),2005年建塔楼,工业大道中,570,单价45239元/平米,海珠
9422,南村路泰山庙前 ,2室1厅,60平米,南,中楼层(共7层),塔楼,宝岗,208,单价34667元/平米,海珠
9423,瑞宝花园 ,2室2厅,86平米,南,中楼层(共30层),1997年建塔楼,金碧,429,单价49884元/平米,海珠
9424,合生广场 ,2室2厅,106平米,南,高楼层(共26层),2012年建塔楼,广州大道南,415,单价39151元/平米,海珠
9425,侨诚花园冬日苑 ,2室2厅,64.49平米,南,低楼层(共15层),2000年建塔楼,金碧,270,单价41867元/平米,海珠
9426,世港花园 ,3室1厅,115平米,南 北,低楼层(共9层),2004年建塔楼,琶洲,690,单价60000元/平米,海珠
9427,财智大厦 ,3室1厅,121平米,东,高楼层(共30层),2007年建塔楼,新港西,360,单价29753元/平米,海珠
9428,怡雅苑马涌直街 ,2室1厅,52平米,南,低楼层(共3层),2002年建板楼,宝岗,75,单价14424元/平米,海珠
9429,逸景翠园 ,3室2厅,130平米,东南,高楼层(共33层),2002年建塔楼,广州大道南,630,单价48462元/平米,海珠
9430,金碧花园第一金碧 ,2室2厅,70平米,西南,低楼层(共22层),2000年建塔楼,金碧,283,单价40429元/平米,海珠
9431,保利花园 ,3室1厅,105平米,东南,高楼层(共6层),2007年建板楼,工业大道中,410,单价39048元/平米,海珠
9432,宏宇广场 ,2室1厅,76平米,南 北,低楼层(共33层),2000年建塔楼,宝岗,330,单价43422元/平米,海珠
9433,保利百合花园 ,3室2厅,102平米,东,低楼层(共21层),2004年建塔楼,江燕路,490,单价48040元/平米,海珠
9434,华怡花园 ,3室1厅,88平米,南,高楼层(共9层),1997年建塔楼,赤岗,300,单价34091元/平米,海珠
9435,赤岗西路 ,2室1厅,75.66平米,南,高楼层(共9层),塔楼,赤岗,300,单价39652元/平米,海珠
9436,金豪嘉苑 ,2室1厅,84.12平米,东南,中楼层(共19层),2004年建塔楼,滨江东,520,单价61817元/平米,海珠
9437,德盛苑 ,2室2厅,79.4平米,南,中楼层(共9层),2001年建塔楼,赤岗,308,单价38791元/平米,海珠
9438,穗发花园 ,3室1厅,70平米,西,中楼层(共9层),1999年建塔楼,新港西,248,单价35429元/平米,海珠
9439,金丰花园 ,3室2厅,86.42平米,东北,高楼层(共9层),2000年建塔楼,赤岗,268,单价31012元/平米,海珠
9440,纵横国际公寓 ,1室1厅,62平米,南,高楼层(共30层),2012年建塔楼,赤岗,300,单价48388元/平米,海珠
9441,影城花园 ,2室2厅,103.93平米,北,中楼层(共27层),2003年建塔楼,赤岗,402,单价38680元/平米,海珠
9442,宝岗路仁厚直街 ,3室1厅,84.35平米,南,中楼层(共9层),塔楼,宝岗,297.5,单价35270元/平米,海珠
9443,金碧花园第二金碧 ,2室2厅,68.2平米,东,低楼层(共12层),2000年建塔楼,金碧,300,单价43989元/平米,海珠
9444,蓝色康园 ,2室2厅,76平米,西,高楼层(共19层),2004年建塔楼,滨江东,532,单价70000元/平米,海珠
9445,纵横国际公寓 ,1室0厅,54.58平米,北,低楼层(共30层),2012年建塔楼,赤岗,280,单价51301元/平米,海珠
9446,赤岗东建大厦 ,2室1厅,79.15平米,南 北,中楼层(共8层),2000年建塔楼,赤岗,298,单价37651元/平米,海珠
9447,翠城花园 ,2室1厅,79平米,东,高楼层(共29层),2009年建塔楼,江燕路,455,单价57595元/平米,海珠
9448,海珠半岛花园 ,2室1厅,74平米,西北,高楼层(共31层),1997年建塔楼,滨江东,420,单价56757元/平米,海珠
9449,金碧花园第一金碧 ,2室2厅,89平米,西北,低楼层(共26层),2000年建塔楼,金碧,365,单价41012元/平米,海珠
9450,同福中路鹤鸣五巷 ,2室1厅,55.99平米,南,低楼层(共6层),塔楼,宝岗,155,单价27684元/平米,海珠
9451,金碧花园第一金碧 ,2室2厅,89平米,西北,低楼层(共26层),2000年建塔楼,金碧,365,单价41012元/平米,海珠
9452,海珠半岛花园 ,2室1厅,74平米,西北,高楼层(共31层),1997年建塔楼,滨江东,420,单价56757元/平米,海珠
9453,金碧花园第二金碧 ,2室1厅,60.17平米,西南,高楼层(共32层),2000年建塔楼,金碧,270,单价44873元/平米,海珠
9454,晓港湾惠侨苑 ,2室1厅,72平米,西南,高楼层(共23层),1999年建塔楼,金碧,270,单价37500元/平米,海珠
9455,玫瑰园 ,2室1厅,93平米,东,低楼层(共19层),2000年建塔楼,江南西,530,单价56990元/平米,海珠
9456,祈乐苑 ,2室2厅,93平米,东,高楼层(共27层),1999年建塔楼,新港西,495,单价53226元/平米,海珠
9457,南景园 ,2室2厅,67.79平米,西南,中楼层(共18层),2001年建塔楼,江燕路,300,单价44255元/平米,海珠
9458,南景园 ,2室1厅,68平米,西南,低楼层(共18层),2001年建塔楼,江燕路,290,单价42648元/平米,海珠
9459,珠江新岸公寓 ,1室1厅,59平米,西,低楼层(共32层),2009年建塔楼,滨江东,295,单价50000元/平米,海珠
9460,金碧花园第一金碧 ,3室1厅,96.04平米,北,低楼层(共22层),2000年建塔楼,金碧,388,单价40400元/平米,海珠
9461,金碧花园第二金碧 ,2室2厅,66.15平米,北,高楼层(共33层),2000年建塔楼,金碧,268,单价40514元/平米,海珠
9462,南洲花苑A区 ,2室1厅,57平米,西南,中楼层(共9层),1993年建塔楼,金碧,170,单价29825元/平米,海珠
9463,影城花园 ,2室1厅,72平米,南,低楼层(共27层),2003年建塔楼,赤岗,310,单价43056元/平米,海珠
9464,滨江中路 ,2室1厅,78平米,北,高楼层(共9层),塔楼,滨江中,258,单价33077元/平米,海珠
9465,怡乐路 ,3室1厅,75.25平米,南,中楼层(共9层),塔楼,新港西,220,单价29236元/平米,海珠
9466,珠江广场翠意居 ,2室1厅,85平米,东南,中楼层(共9层),2000年建塔楼,滨江东,468,单价55059元/平米,海珠
9467,毛纺小区 ,2室1厅,47平米,南,中楼层(共8层),1990年建塔楼,赤岗,197.4,单价42000元/平米,海珠
9468,鸿福大厦 ,3室2厅,129平米,南 北,高楼层(共22层),1998年建塔楼,昌岗,468,单价36280元/平米,海珠
9469,明源楼 ,3室2厅,96.75平米,东南,高楼层(共9层),2001年建塔楼,昌岗,320,单价33075元/平米,海珠
9470,金碧花园第二金碧 ,2室1厅,56.04平米,东南,低楼层(共32层),2000年建塔楼,金碧,250,单价44611元/平米,海珠
9471,南华西大厦 ,3室1厅,83.58平米,东北,中楼层(共31层),1997年建塔楼,宝岗,390,单价46662元/平米,海珠
9472,嘉仕花园骏仕阁 ,1室1厅,44.31平米,南,低楼层(共9层),2003年建塔楼,滨江东,210,单价47394元/平米,海珠
9473,荣德阁 ,2室1厅,57.79平米,北,中楼层(共9层),1999年建塔楼,宝岗,188,单价32532元/平米,海珠
9474,金豪嘉苑 ,2室1厅,84.12平米,东,中楼层(共19层),2004年建塔楼,滨江东,508,单价60390元/平米,海珠
9475,华怡花园 ,4室2厅,83平米,西,高楼层(共9层),1997年建塔楼,赤岗,235,单价28314元/平米,海珠
9476,广东省技术监督局宿舍 ,3室1厅,95.6平米,东北,中楼层(共20层),塔楼,宝岗,360,单价37657元/平米,海珠
9477,晓港湾漾日云天 ,2室1厅,71.31平米,北,低楼层(共31层),2004年建塔楼,金碧,295,单价41369元/平米,海珠
9478,兰亭颖园 ,2室1厅,89.9平米,东南,高楼层(共11层),2000年建塔楼,前进路,535,单价59511元/平米,海珠
9479,富力现代广场 ,3室1厅,96.62平米,南 北,低楼层(共19层),2005年建塔楼,工业大道北,530,单价54855元/平米,海珠
9480,金碧花园第二金碧 ,2室2厅,66.15平米,北,高楼层(共33层),2000年建塔楼,金碧,285,单价43084元/平米,海珠
9481,怡雅苑 ,2室2厅,81.48平米,南 北,低楼层(共24层),2003年建塔楼,宝岗,398,单价48847元/平米,海珠
9482,南华西大厦 ,3室1厅,83.58平米,东北,中楼层(共31层),1997年建塔楼,宝岗,390,单价46662元/平米,海珠
9483,益丰花园 ,3室1厅,88平米,南,高楼层(共9层),2005年建塔楼,前进路,250,单价28410元/平米,海珠
9484,金碧花园第三金碧 ,2室1厅,84平米,北,高楼层(共32层),2000年建塔楼,金碧,370,单价44048元/平米,海珠
9485,坚真花园 ,2室1厅,65平米,北,高楼层(共12层),2005年建塔楼,赤岗,350,单价53847元/平米,海珠
9486,新业路公安宿舍 ,2室2厅,67.37平米,北,高楼层(共13层),2000年建塔楼,工业大道南,260,单价38593元/平米,海珠
9487,鹅潭明珠苑 ,3室2厅,120平米,南 北,低楼层(共15层),1999年建塔楼,工业大道北,600,单价50000元/平米,海珠
9488,华乐苑 ,3室2厅,52平米,北,低楼层(共9层),1999年建塔楼,新港西,250,单价48077元/平米,海珠
9489,中山大学宿舍园西区 ,1室1厅,49平米,南 北,高楼层(共6层),1980年建塔楼,新港西,270,单价55103元/平米,海珠
9490,龙华苑 ,2室1厅,80.72平米,南,高楼层(共9层),2003年建塔楼,宝岗,230,单价28494元/平米,海珠
9491,金碧花园第三金碧 ,2室2厅,83平米,南,低楼层(共32层),2000年建塔楼,金碧,368,单价44338元/平米,海珠
9492,和辉花园 ,2室2厅,86.72平米,东,中楼层(共9层),1999年建塔楼,金碧,240,单价27676元/平米,海珠
9493,金沙花园 ,3室1厅,114平米,东,低楼层(共9层),1997年建塔楼,工业大道北,520,单价45615元/平米,海珠
9494,江南大道中 ,3室2厅,88平米,北,高楼层(共9层),塔楼,昌岗,360,单价40910元/平米,海珠
9495,金碧花园第二金碧 ,2室2厅,66.15平米,北,高楼层(共33层),2000年建塔楼,金碧,290,单价43840元/平米,海珠
9496,晓港西马路 ,2室1厅,65平米,南,中楼层(共6层),板楼,昌岗,200,单价30770元/平米,海珠
9497,橡胶新村远洋宿舍 ,3室2厅,58平米,南,低楼层(共6层),1999年建板楼,工业大道北,238,单价41035元/平米,海珠
9498,金碧花园第二金碧 ,2室2厅,61平米,北,低楼层(共33层),2000年建塔楼,金碧,260,单价42623元/平米,海珠
9499,保利花园 ,2室2厅,76.57平米,南,中楼层(共6层),2000年建塔楼,工业大道中,360,单价47016元/平米,海珠
9500,纵横国际公寓 ,2室1厅,77.35平米,南,高楼层(共30层),2012年建塔楼,赤岗,450,单价58178元/平米,海珠
9501,君晖苑 ,2室1厅,79.24平米,南,低楼层(共10层),1997年建塔楼,赤岗,254,单价32055元/平米,海珠
9502,瑞宝花园 ,1室1厅,52.49平米,西南,中楼层(共30层),1997年建塔楼,金碧,205,单价39056元/平米,海珠
9503,合生颐景华苑 ,4室2厅,146平米,东北,中楼层(共18层),2002年建塔楼,金碧,700,单价47946元/平米,海珠
9504,金碧花园第二金碧 ,1室1厅,28平米,北,中楼层(共33层),2000年建塔楼,金碧,115,单价41072元/平米,海珠
9505,保利海棠花园海棠一街 ,3室2厅,88.59平米,南,高楼层(共11层),2005年建塔楼,江燕路,500,单价56440元/平米,海珠
9506,利海假日轩 ,3室2厅,106.51平米,南 北,中楼层(共21层),2012年建塔楼,赤岗,530,单价49761元/平米,海珠
9507,金碧花园第一金碧 ,2室2厅,70平米,西北,中楼层(共22层),2000年建塔楼,金碧,275,单价39286元/平米,海珠
9508,万华花园 ,2室1厅,56平米,北,低楼层(共8层),2005年建塔楼,金碧,235,单价41965元/平米,海珠
9509,信步闲庭 ,2室2厅,68.97平米,东 西,高楼层(共11层),2004年建塔楼,赤岗,350,单价50747元/平米,海珠
9510,彩虹花园彩虹楼 ,2室1厅,62.7平米,东北,低楼层(共8层),2000年建塔楼,洛溪,145,单价23126元/平米,番禺
9511,锦绣香江花园紫荆园 ,3室2厅,105平米,北,低楼层(共6层),2004年建塔楼,华南,365,单价34762元/平米,番禺
9512,祈福新村海晴居 ,2室2厅,60.2平米,北,中楼层(共6层),2003年建板楼,祈福,190,单价31562元/平米,番禺
9513,南国奥林匹克花园北奥一路 ,3室2厅,118平米,南 北,高楼层(共6层),2006年建板楼,华南,390,单价33051元/平米,番禺
9514,广州雅居乐花园一尺山居 ,2室2厅,80平米,西南,中楼层(共23层),2010年建塔楼,华南,305,单价38125元/平米,番禺
9515,华南碧桂园翠山蓝天苑 ,2室2厅,101平米,北,低楼层(共8层),2001年建塔楼,华南,345,单价34159元/平米,番禺
9516,祈福水城 ,3室2厅,121平米,南,中楼层(共11层),2008年建塔楼,沙湾,300,单价24794元/平米,番禺
9517,祈福新村活力花园 ,3室2厅,106平米,北,高楼层(共18层),2005年建塔楼,祈福,308,单价29057元/平米,番禺
9518,广州雅居乐花园浅山小筑 ,3室2厅,106平米,南 北,中楼层(共11层),2010年建塔楼,华南,425,单价40095元/平米,番禺
9519,华南碧桂园翠山蓝天苑 ,3室2厅,96平米,南 北,低楼层(共7层),2001年建塔楼,华南,380,单价39584元/平米,番禺
9520,东方白云花园 ,3室2厅,127平米,南,低楼层(共6层),2002年建板楼,市桥,285,单价22441元/平米,番禺
9521,朗陶居 ,4室2厅,87.5平米,东南,中楼层(共7层),2001年建塔楼,沙湾,220,单价25143元/平米,番禺
9522,丽江花园丽茵楼 ,2室1厅,66.2平米,东北,低楼层(共9层),1993年建塔楼,南浦,165,单价24925元/平米,番禺
9523,广州星河湾畅心园 ,3室2厅,129平米,东北,中楼层(共9层),2001年建塔楼,华南,500,单价38760元/平米,番禺
9524,丽江花园华林居 ,4室2厅,113.4平米,西南,高楼层(共5层),1998年建塔楼,南浦,330,单价29101元/平米,番禺
9525,石桥新村 ,3室1厅,104.1平米,西,高楼层(共7层),1995年建塔楼,市桥,170,单价16331元/平米,番禺
9526,广州雅居乐花园雅悦庭 ,4室2厅,158.2平米,东,低楼层(共10层),2010年建塔楼,华南,650,单价41088元/平米,番禺
9527,丹桂园 ,3室2厅,122.58平米,南,高楼层(共7层),2003年建塔楼,市桥,217,单价17703元/平米,番禺
9528,金业花园翠湖居 ,3室2厅,87.9平米,南,高楼层(共6层),1990年建塔楼,沙湾,240,单价27304元/平米,番禺
9529,番禺海伦堡花样年华二期 ,3室2厅,116平米,北,中楼层(共17层),2005年建塔楼,沙湾,310,单价26725元/平米,番禺
9530,广州雅居乐花园新地沁园 ,3室2厅,121.36平米,南 北,低楼层(共11层),2010年建塔楼,华南,480,单价39552元/平米,番禺
9531,万科金色城品 ,3室2厅,62平米,南,中楼层(共8层),2010年建塔楼,沙湾,360,单价58065元/平米,番禺
9532,万科金色城品 ,4室2厅,62平米,南 北,中楼层(共8层),2010年建塔楼,沙湾,365,单价58871元/平米,番禺
9533,祈福新村山泉居 ,2室2厅,63.23平米,北,高楼层(共6层),2004年建板楼,祈福,195,单价30840元/平米,番禺
9534,番禺奥林匹克花园冠军城 ,4室2厅,140平米,南,中楼层(共11层),1990年建塔楼,沙湾,400,单价28572元/平米,番禺
9535,丽江花园丽影楼 ,3室1厅,88平米,西南,低楼层(共9层),1993年建塔楼,南浦,222,单价25228元/平米,番禺
9536,祈福新村D区 ,2室2厅,60.72平米,南,中楼层(共4层),1995年建板楼,祈福,153,单价25198元/平米,番禺
9537,丽江花园康城居 ,3室2厅,168.6平米,东南,高楼层(共9层),1999年建塔楼,南浦,500,单价29656元/平米,番禺
9538,祈福新村蝶舞轩 ,2室1厅,61平米,北,中楼层(共6层),2002年建塔楼,祈福,188,单价30820元/平米,番禺
9539,丽江花园九如通津 ,2室2厅,74平米,东北,高楼层(共11层),2000年建塔楼,南浦,245,单价33109元/平米,番禺
9540,南国奥林匹克花园洛杉矶 ,2室2厅,88.67平米,东 西,中楼层(共5层),2006年建板楼,华南,306,单价34510元/平米,番禺
9541,盈翠苑 ,3室2厅,97.8平米,北,低楼层(共6层),2002年建塔楼,市桥,310,单价31698元/平米,番禺
9542,咏翠苑五街 ,独栋别墅,4室2厅,170平米,1层,2000年建暂无数据层,市桥,650,单价38236元/平米,番禺
9543,祈福新村倚云居 ,3室2厅,115平米,北,低楼层(共31层),2004年建塔楼,祈福,398,单价34609元/平米,番禺
9544,锦绣香江花园紫荆雅园 ,3室2厅,97平米,东北,低楼层(共9层),2004年建塔楼,华南,380,单价39176元/平米,番禺
9545,石基城市花园 ,2室2厅,67.87平米,西南,中楼层(共6层),2005年建板楼,市桥,167,单价24606元/平米,番禺
9546,南国奥林匹克花园洛杉矶 ,3室2厅,125.6平米,东北,高楼层(共4层),2006年建板楼,华南,385,单价30653元/平米,番禺
9547,富丽家园富昌花园 ,3室2厅,86.8平米,南,中楼层(共9层),1995年建塔楼,大石,210,单价24194元/平米,番禺
9548,广州雅居乐花园雅逸庭 ,4室2厅,155.2平米,东南,低楼层(共11层),2010年建塔楼,华南,560,单价36083元/平米,番禺
9549,祈福新村湖景居 ,3室1厅,79.2平米,南,中楼层(共4层),1995年建板楼,祈福,213,单价26894元/平米,番禺
9550,金城花园 ,2室1厅,74平米,北,中楼层(共8层),2000年建塔楼,大石,185,单价25000元/平米,番禺
9551,亚运城媒体北村 ,2室2厅,77.83平米,南,中楼层(共18层),塔楼,亚运城,235,单价30195元/平米,番禺
9552,锦绣生态园趣园 ,2室2厅,80.8平米,南,高楼层(共6层),2005年建塔楼,钟村,210,单价25991元/平米,番禺
9553,广州雅居乐花园雅逸庭 ,3室2厅,121.82平米,西南,高楼层(共15层),2010年建塔楼,华南,455,单价37351元/平米,番禺
9554,西城花园五街 ,4室2厅,144.7平米,南,高楼层(共7层),1998年建塔楼,市桥,210,单价14513元/平米,番禺
9555,祈福新村海晴居 ,2室2厅,52平米,北,高楼层(共6层),2003年建板楼,祈福,168,单价32308元/平米,番禺
9556,华南碧桂园翠山蓝天苑 ,3室2厅,109平米,东北,高楼层(共8层),2001年建塔楼,华南,445,单价40826元/平米,番禺
9557,禺丰园一期 ,3室2厅,99.1平米,东,中楼层(共8层),塔楼,市桥,160,单价16146元/平米,番禺
9558,丽江花园左岸 ,2室2厅,107平米,西北,中楼层(共16层),2003年建塔楼,南浦,350,单价32711元/平米,番禺
9559,芳华花园洛湖居 ,2室2厅,72平米,南,中楼层(共7层),1999年建塔楼,洛溪,223,单价30973元/平米,番禺
9560,怡乐园 ,2室1厅,65.1平米,南,高楼层(共7层),1994年建塔楼,市桥,148,单价22735元/平米,番禺
9561,广州雅居乐花园新地沁园 ,3室2厅,102平米,东南,高楼层(共11层),2010年建塔楼,华南,510,单价50000元/平米,番禺
9562,广州雅居乐花园一尺山居 ,2室2厅,80.42平米,西南,低楼层(共23层),2010年建塔楼,华南,280,单价34818元/平米,番禺
9563,星誉花园 ,3室2厅,93.68平米,东南,中楼层(共18层),2011年建塔楼,市桥,300,单价32024元/平米,番禺
9564,禺秀园 ,4室2厅,83平米,南,中楼层(共8层),1994年建塔楼,市桥,178,单价21446元/平米,番禺
9565,广州雅居乐花园一尺山居 ,3室2厅,97.95平米,东北,中楼层(共23层),2010年建塔楼,华南,375,单价38285元/平米,番禺
9566,美心东苑 ,3室2厅,78.6平米,南,低楼层(共7层),2004年建塔楼,市桥,200,单价25446元/平米,番禺
9567,桥福园 ,5室2厅,149.48平米,南,高楼层(共7层),2000年建板楼,市桥,300,单价20070元/平米,番禺
9568,南国奥林匹克花园北奥二路 ,5室2厅,153平米,南,高楼层(共6层),2006年建板楼,华南,450,单价29412元/平米,番禺
9569,东信华庭 ,4室2厅,128平米,南,中楼层(共20层),2010年建塔楼,市桥,450,单价35157元/平米,番禺
9570,祈福新村晓峰园 ,3室2厅,119平米,北,中楼层(共35层),2005年建塔楼,祈福,358,单价30085元/平米,番禺
9571,番禺华景新城 ,3室2厅,108平米,南,中楼层(共8层),1999年建塔楼,沙湾,275,单价25463元/平米,番禺
9572,广州碧桂园华苑 ,2室1厅,68平米,东南,高楼层(共7层),1998年建塔楼,南浦,220,单价32353元/平米,番禺
9573,美心翠拥华庭二期 ,5室2厅,116.3平米,北,高楼层(共6层),2004年建塔楼,市桥,310,单价26656元/平米,番禺
9574,祈福新村迎风阁 ,3室2厅,118.9平米,东,低楼层(共35层),2005年建塔楼,祈福,340,单价28596元/平米,番禺
9575,桥福园 ,3室2厅,97平米,东南,中楼层(共16层),2000年建塔楼,市桥,300,单价30928元/平米,番禺
9576,东发大厦 ,3室2厅,104.3平米,东北,低楼层(共33层),1995年建塔楼,市桥,260,单价24929元/平米,番禺
9577,金海岸花园金石碧苑 ,2室1厅,77.8平米,北,中楼层(共6层),2002年建塔楼,市桥,233,单价29949元/平米,番禺
9578,东方花园又一居 ,2室2厅,77平米,北,中楼层(共16层),2002年建塔楼,市桥,275,单价35715元/平米,番禺
9579,自在城市花园 ,3室2厅,121平米,东,低楼层(共11层),2004年建塔楼,华南,363,单价30000元/平米,番禺
9580,锦绣花园南区 ,3室2厅,93.8平米,东 西,高楼层(共6层),板楼,钟村,210,单价22389元/平米,番禺
9581,滨江绿园绿涛居 ,3室2厅,104.35平米,北,低楼层(共11层),2004年建塔楼,大石,320,单价30667元/平米,番禺
9582,芳华花园洛涛居 ,3室2厅,93.8平米,西南,中楼层(共7层),1999年建塔楼,洛溪,328,单价34969元/平米,番禺
9583,广州星河湾朗心园 ,3室2厅,124.3平米,南 北,低楼层(共9层),2001年建塔楼,华南,520,单价41835元/平米,番禺
9584,锦绣生态园倚翠苑 ,3室2厅,132.4平米,南,中楼层(共11层),2004年建塔楼,钟村,365,单价27568元/平米,番禺
9585,锦绣香江花园玉兰园 ,独栋别墅,4室2厅,186平米,1层,暂无数据层,华南,1200,单价64517元/平米,番禺
9586,丽江花园康城居 ,4室2厅,180.4平米,东北,高楼层(共9层),1999年建塔楼,南浦,462,单价25610元/平米,番禺
9587,丽江花园康城居 ,3室2厅,97.1平米,东南,低楼层(共9层),1999年建塔楼,南浦,300,单价30896元/平米,番禺
9588,绿庭雅苑 ,4室2厅,101平米,东北,高楼层(共7层),2005年建塔楼,沙湾,225,单价22278元/平米,番禺
9589,顺德碧桂园芷兰湾 ,4室2厅,99.21平米,北,中楼层(共18层),1998年建塔楼,钟村,220,单价22176元/平米,番禺
9590,东怡新区东雅园 ,4室2厅,147.5平米,南,低楼层(共7层),2000年建塔楼,市桥,363,单价24611元/平米,番禺
9591,捷进中路 ,3室2厅,117.1平米,南,中楼层(共8层),板楼,市桥,216,单价18446元/平米,番禺
9592,东兴苑 ,4室2厅,120.51平米,南,高楼层(共8层),1998年建塔楼,市桥,250,单价20746元/平米,番禺
9593,东华花园 ,3室2厅,109平米,北,中楼层(共6层),2004年建板楼,市桥,270,单价24771元/平米,番禺
9594,番禺海伦堡御院 ,3室2厅,170平米,东南,高楼层(共6层),2005年建板楼,沙湾,398,单价23412元/平米,番禺
9595,荷景花园雅荷居 ,3室2厅,102平米,南 北,低楼层(共7层),1995年建塔楼,沙湾,260,单价25491元/平米,番禺
9596,华南碧桂园翠山蓝天苑 ,4室2厅,157平米,东南,中楼层(共8层),2001年建塔楼,华南,520,单价33122元/平米,番禺
9597,海龙湾 ,4室2厅,134.2平米,西北,中楼层(共11层),2004年建塔楼,南浦,460,单价34278元/平米,番禺
9598,南国奥林匹克花园北奥二路 ,2室2厅,79平米,东南,中楼层(共6层),2006年建板楼,华南,300,单价37975元/平米,番禺
9599,西城花园二街 ,3室1厅,83.2平米,南,高楼层(共8层),1998年建塔楼,市桥,146,单价17549元/平米,番禺
9600,丽江花园丽波楼 ,2室2厅,65.7平米,东南,低楼层(共9层),1993年建塔楼,南浦,182,单价27702元/平米,番禺
9601,大发大厦 ,5室2厅,141平米,南,中楼层(共9层),1999年建塔楼,大石,280,单价19859元/平米,番禺
9602,绿庭雅苑 ,3室2厅,108.1平米,东,高楼层(共7层),2005年建塔楼,沙湾,245,单价22665元/平米,番禺
9603,东方白云花园 ,3室2厅,102.1平米,南,中楼层(共6层),2002年建板楼,市桥,230,单价22527元/平米,番禺
9604,鸣翠苑 ,4室2厅,149平米,东,中楼层(共6层),2001年建塔楼,市桥,420,单价28188元/平米,番禺
9605,康裕大厦 ,3室2厅,112.7平米,东,高楼层(共17层),1998年建塔楼,市桥,300,单价26620元/平米,番禺
9606,祈福新村湖景居 ,2室2厅,61平米,北,中楼层(共4层),1995年建板楼,祈福,170,单价27869元/平米,番禺
9607,祈福新村绿怡居 ,5室2厅,106.9平米,北,低楼层(共4层),1995年建板楼,祈福,385,单价36015元/平米,番禺
9608,朗陶居 ,3室2厅,108平米,南,高楼层(共7层),2001年建塔楼,沙湾,250,单价23149元/平米,番禺
9609,丽江花园康城居 ,3室2厅,93平米,西北,高楼层(共9层),1999年建塔楼,南浦,280,单价30108元/平米,番禺
9610,万科金色城品 ,4室2厅,70.1平米,东,中楼层(共8层),2010年建塔楼,沙湾,430,单价61341元/平米,番禺
9611,丽江花园康城居 ,4室2厅,123平米,东南,中楼层(共9层),1999年建塔楼,南浦,370,单价30082元/平米,番禺
9612,番禺海伦堡花样年华三期 ,3室2厅,120平米,东,高楼层(共18层),2005年建塔楼,沙湾,400,单价33334元/平米,番禺
9613,海龙湾 ,2室2厅,89.1平米,南 北,低楼层(共11层),2004年建塔楼,南浦,268,单价30079元/平米,番禺
9614,金业花园倚翠豪庭 ,2室2厅,60.2平米,东南,低楼层(共6层),1990年建板楼,沙湾,182,单价30233元/平米,番禺
9615,祈福新村C区 ,3室2厅,84.6平米,南,中楼层(共4层),1995年建板楼,祈福,212,单价25060元/平米,番禺
9616,番禺奥林匹克花园文化长廊 ,2室2厅,78.9平米,南 北,中楼层(共5层),1990年建板楼,沙湾,228,单价28898元/平米,番禺
9617,芳华花园洛湖居 ,2室1厅,69.5平米,南,中楼层(共7层),1999年建塔楼,洛溪,235,单价33813元/平米,番禺
9618,桥福园 ,3室2厅,89.62平米,东北,低楼层(共16层),2000年建塔楼,市桥,238,单价26557元/平米,番禺
9619,祈福新村青怡居 ,3室2厅,96.6平米,南,中楼层(共5层),1995年建板楼,祈福,293,单价30332元/平米,番禺
