,area,street,community,introduction,room_type,acreage,price,unit_price,toward,decoration,elevator,floor,year,follow,visit,release_time,url
8960,海珠,赤岗,赤岗一街大院赤岗一街 ,赤岗一街 一房一厅 光线好,1室1厅,28.61平米,92,单价32157元/平米,西,简装,无电梯,高楼层(共9层),1990年建塔楼,20人关注,共1次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003910703.html
8961,海珠,工业大道北,凤凰新村四街 ,工业大道北 温馨三房 配套完善,3室1厅,78.51平米,236,单价30060元/平米,南 北,其他,无电梯,高楼层(共9层),2000年建塔楼,11人关注,共2次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004003921.html
8962,海珠,前进路,兰亭颖园 ,东向 小区安静不吵 新装修 卧室出阳台,2室1厅,87平米,495,单价56897元/平米,东,其他,-,中楼层(共12层),2000年建塔楼,0人关注,共1次带看,6个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003989265.html
8963,海珠,东晓路,建基路电信大厦 ,建基路电信大厦 实用温馨单位 配套完善,3室2厅,112平米,470,单价41965元/平米,东,简装,-,中楼层(共28层),塔楼,3人关注,共2次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003935404.html
8964,海珠,前进路,前进路蟠龙东 ,前进路 南向 两房两厅,2室1厅,73.65平米,220,单价29872元/平米,南,其他,无电梯,高楼层(共9层),塔楼,9人关注,共1次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003888355.html
8965,海珠,广州大道南,逸景翠园 ,逸景翠园 高层三房 实用方正,3室1厅,77平米,370,单价48052元/平米,北,简装,有电梯,中楼层(共27层),2002年建塔楼,8人关注,共1次带看,3个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004107628.html
8966,海珠,江南大道,海逸花园 ,舒适单位 配套完善,3室1厅,82.93平米,335,单价40396元/平米,东北,简装,有电梯,中楼层(共16层),2002年建塔楼,31人关注,共1次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004109814.html
8967,海珠,滨江东,怡乐花园 ,怡乐花园 电梯三房 格局方正,2室2厅,87平米,485,单价55748元/平米,南 北,其他,有电梯,低楼层(共25层),2011年建塔楼,1人关注,共1次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004333410.html
8968,海珠,广州大道南,逸景翠园 ,逸景翠园 复式电梯洋房 南向景观好,6室2厅,198.5平米,1000,单价50378元/平米,南,其他,有电梯,高楼层(共13层),2002年建塔楼,1人关注,共0次带看,9个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004180349.html
8969,海珠,滨江中,椰诚苑 ,户型方正 通风采光好,2室1厅,98.2平米,430,单价43789元/平米,北,其他,有电梯,高楼层(共17层),1999年建塔楼,0人关注,共2次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004206364.html
8970,海珠,金碧,嘉鸿花园 ,嘉鸿花园 电梯两房,2室1厅,59平米,240,单价40678元/平米,北,简装,有电梯,中楼层(共12层),1999年建塔楼,2人关注,共1次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004284235.html
8971,海珠,滨江东,怡乐花园 ,怡乐花园 电梯三房 格局方正,2室2厅,87平米,485,单价55748元/平米,南 北,其他,有电梯,低楼层(共25层),2011年建塔楼,1人关注,共1次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004333410.html
8972,海珠,宝岗,恒龙苑 ,恒龙苑 电梯单位 正规两房,2室1厅,76平米,330,单价43422元/平米,北,简装,有电梯,低楼层(共31层),1998年建塔楼,0人关注,共1次带看,一年前发布,https://gz.lianjia.com/ershoufang/GZ0004310151.html
8973,海珠,金碧,英豪花园阳光320 ,英豪花园 电梯两房,2室1厅,72.25平米,320,单价44291元/平米,北,其他,有电梯,高楼层(共28层),2005年建塔楼,6人关注,共1次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004087480.html
8974,海珠,东晓路,海印南苑 ,海印南苑 方正三房 南北通透,3室1厅,94平米,440,单价46809元/平米,东北,其他,有电梯,中楼层(共28层),2000年建塔楼,5人关注,共1次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004090888.html
8975,海珠,工业大道北,富力现代广场 ,富力现代广场 正规小三房 南北对流,3室1厅,92.68平米,500,单价53950元/平米,南 北,其他,有电梯,低楼层(共24层),2005年建塔楼,3人关注,共1次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004207349.html
8976,海珠,金碧,银威花园 ,银威花园 东南向三房 精装修格局正,3室2厅,83.66平米,270,单价32274元/平米,西,简装,无电梯,中楼层(共9层),1998年建塔楼,7人关注,共1次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004189079.html
8977,海珠,工业大道北,凤安花园 ,业主诚意出售,2室1厅,54平米,200,单价37038元/平米,西,简装,无电梯,中楼层(共9层),1998年建塔楼,1人关注,共3次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004213729.html
8978,海珠,金碧,工业大道南421号大院 ,工业大道南 温馨两房 间隔方正 通风好,2室2厅,58.32平米,178,单价30522元/平米,南 北,简装,无电梯,中楼层(共8层),1992年建塔楼,22人关注,共0次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003806727.html
8979,海珠,昌岗,金盛大厦 ,配套完善，交通方便,1室1厅,59平米,270,单价45763元/平米,南,其他,有电梯,中楼层(共23层),2005年建塔楼,15人关注,共0次带看,5个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003330237.html
8980,海珠,宝岗,宏宇广场 ,宏宇广场 交通便利 配套完善,3室2厅,72平米,305,单价42362元/平米,东南,其他,有电梯,高楼层(共33层),2000年建塔楼,22人关注,共1次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003338507.html
8981,海珠,前进路,鸿富大厦 ,鸿富大厦 电梯实用三房 万松园,3室2厅,77.29平米,450,单价58223元/平米,北,其他,有电梯,低楼层(共29层),2007年建塔楼,8人关注,共0次带看,一年前发布,https://gz.lianjia.com/ershoufang/GZ0003372758.html
8982,海珠,宝岗,怡龙苑 ,实用舒适单位 交通便利 配套完善,2室1厅,80平米,285,单价35625元/平米,南,其他,无电梯,低楼层(共9层),1997年建塔楼,2人关注,共0次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003451952.html
8983,海珠,宝岗,怡龙大厦 ,怡龙大厦 实用三房 旺中带静,3室1厅,85平米,380,单价44706元/平米,东,其他,有电梯,中楼层(共22层),2001年建塔楼,14人关注,共0次带看,5个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003391880.html
8984,海珠,金碧,尚领时代 ,尚领时代 实用三房 户型方正,3室2厅,100平米,440,单价44000元/平米,南,其他,有电梯,高楼层(共18层),2006年建塔楼,12人关注,共0次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003341421.html
8985,海珠,新港西,江南新苑 ,江南新苑 厅出阳台 南向格局采光好,2室2厅,91.08平米,541,单价59399元/平米,南,其他,有电梯,低楼层(共33层),2009年建塔楼,5人关注,共0次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003452206.html
8986,海珠,工业大道北,中海橡园国际 ,中海橡园新期 视野开阔 带空中花园,2室1厅,75.37平米,470,单价62360元/平米,东北,其他,有电梯,中楼层(共27层),2011年建塔楼,6人关注,共1次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003445130.html
8987,海珠,江燕路,凤阳小区凤阳街 ,凤阳小区 两房一厅 南北对流,2室1厅,62.54平米,190,单价30381元/平米,南 北,其他,无电梯,中楼层(共9层),2000年建塔楼,23人关注,共0次带看,5个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003273867.html
8988,海珠,昌岗,江南雅居 ,江南雅居 两房一厅,2室2厅,57平米,250,单价43860元/平米,东北,简装,无电梯,中楼层(共9层),1997年建塔楼,22人关注,共0次带看,6个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003264853.html
8989,海珠,新港西,财智大厦 ,财智大厦 交通便利 间隔户型好,5室2厅,121平米,387.2,单价32000元/平米,南 北,其他,有电梯,高楼层(共30层),2007年建塔楼,6人关注,共1次带看,6个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003265578.html
8990,海珠,工业大道北,凤凰新村二街 ,凤凰新村 实用两房 通风采光好,2室1厅,46平米,155,单价33696元/平米,东,其他,无电梯,高楼层(共9层),2000年建塔楼,26人关注,共0次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003481895.html
8991,海珠,江燕路,富力顺意花园 ,富力顺意花园 户型舒适 中层单位,3室2厅,116平米,530,单价45690元/平米,南,其他,有电梯,高楼层(共23层),2005年建塔楼,17人关注,共1次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003453290.html
8992,海珠,工业大道北,金碧湾 ,金碧湾实用温馨两房,2室1厅,66平米,410,单价62122元/平米,西,其他,有电梯,中楼层(共32层),2006年建塔楼,3人关注,共0次带看,5个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003480510.html
8993,海珠,江燕路,保利海棠花园海棠一街 ,实用温馨单位 配套完善,2室2厅,83平米,405,单价48796元/平米,东南,其他,有电梯,低楼层(共11层),2005年建塔楼,8人关注,共0次带看,5个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003316574.html
8994,海珠,前进路,晓港花苑 ,交通便利 配套完善,2室2厅,117平米,468,单价40000元/平米,南,简装,有电梯,中楼层(共25层),1998年建塔楼,5人关注,共0次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003401284.html
8995,海珠,江燕路,泰沙路 ,实用舒适单位 配套完善,2室2厅,58.7平米,150,单价25554元/平米,东,其他,无电梯,高楼层(共9层),塔楼,124人关注,共0次带看,6个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003279783.html
8996,海珠,宝岗,杏林小区 ,杏林小区 户型方正 南向三房,3室2厅,88平米,345,单价39205元/平米,南,简装,无电梯,高楼层(共8层),1993年建塔楼,17人关注,共0次带看,6个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003254213.html
8997,海珠,宝岗,怡雅苑 ,怡雅苑 小区管理 生活配套完善,2室1厅,80平米,330,单价41250元/平米,南,其他,有电梯,低楼层(共17层),1999年建塔楼,2人关注,共0次带看,7个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003160276.html
8998,海珠,金碧,金碧花园第三金碧 ,第三金碧花园 厅出阳台两房 采光通风好,2室2厅,80平米,350,单价43750元/平米,东北,其他,有电梯,中楼层(共32层),2000年建塔楼,13人关注,共0次带看,7个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003236148.html
8999,海珠,金碧,益鹏翠苑 ,益鹏翠苑 格局方正 安静舒适,2室1厅,88平米,310,单价35228元/平米,北,其他,有电梯,高楼层(共12层),2003年建塔楼,21人关注,共1次带看,11个月以前发布,https://gz.lianjia.com/ershoufang/GZ0002829506.html
9000,海珠,宝岗,宏宇广场 ,实用温馨单位 配套完善,1室1厅,46平米,195,单价42392元/平米,西南,简装,有电梯,低楼层(共33层),2000年建塔楼,14人关注,共2次带看,5个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003289514.html
9001,海珠,前进路,穗南大厦 ,江南东路 实用舒适单位 配套完善,3室2厅,118平米,530,单价44916元/平米,东,其他,有电梯,中楼层(共22层),1990年建塔楼,0人关注,共1次带看,5个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003405684.html
9002,海珠,金碧,金碧花园第二金碧 ,金碧花园二期 方正实用三房 望花园修改房,2室1厅,77.36平米,340,单价43951元/平米,东南,简装,有电梯,中楼层(共32层),2000年建塔楼,14人关注,共0次带看,11个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003136526.html
9003,海珠,金碧,锦丽居 ,锦丽居 锦丽星城电梯3房 户型方正,2室2厅,90平米,395,单价43889元/平米,东北,其他,有电梯,高楼层(共23层),1999年建塔楼,6人关注,共0次带看,一年前发布,https://gz.lianjia.com/ershoufang/GZ0002767844.html
9004,海珠,金碧,益鹏翠苑 ,益鹏翠苑 格局方正 安静舒适,2室1厅,88平米,310,单价35228元/平米,北,其他,有电梯,高楼层(共12层),2003年建塔楼,21人关注,共1次带看,11个月以前发布,https://gz.lianjia.com/ershoufang/GZ0002829506.html
9005,海珠,滨江西,益兆明珠 ,益兆明珠 北向望滨江 实用两房,2室1厅,70.85平米,400,单价56458元/平米,西北,其他,-,高楼层(共29层),塔楼,15人关注,共0次带看,9个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003342221.html
9006,海珠,工业大道北,海韵轩 ,海韵轩户型方正 厅出阳台 生活便利,3室2厅,94平米,388,单价41277元/平米,东北,简装,有电梯,低楼层(共16层),2001年建塔楼,27人关注,共0次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003425431.html
9007,海珠,南洲,罗马家园 ,南向一房一厅，安静舒适。,1室1厅,52.32平米,245,单价46828元/平米,南,简装,有电梯,低楼层(共18层),2007年建塔楼,33人关注,共2次带看,9个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003038335.html
9008,海珠,工业大道南,环卫局宿舍 ,环卫宿舍 安静两房 方正实用,2室2厅,65.93平米,200,单价30336元/平米,南 北,其他,无电梯,中楼层(共9层),1999年建塔楼,11人关注,共0次带看,8个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003058068.html
9009,海珠,前进路,兰亭颖园 ,兰亭颖园 温馨一房 东向安静住家,1室1厅,28.71平米,150,单价52247元/平米,南 北,其他,-,低楼层(共12层),2000年建塔楼,12人关注,共0次带看,9个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003295294.html
9010,海珠,金碧,金碧花园第二金碧 ,第二金碧花园 简装大三房 户型方正实用,3室2厅,107.14平米,465,单价43402元/平米,北,简装,有电梯,低楼层(共32层),2000年建塔楼,8人关注,共0次带看,6个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003243856.html
9011,海珠,赤岗,赤岗路赤岗二街 ,赤岗二街，高层一房。,1室1厅,35.72平米,100,单价27996元/平米,南 北,其他,无电梯,高楼层(共8层),塔楼,81人关注,共5次带看,5个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003325091.html
9012,海珠,金碧,金碧花园第一金碧 ,金碧花园 厅出阳台 高层温馨两房,2室2厅,73平米,350,单价47946元/平米,南 北,其他,有电梯,中楼层(共32层),2000年建塔楼,8人关注,共1次带看,8个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003214198.html
9013,海珠,滨江中,中海名都 ,中海名都 望江单位 安静两房,2室1厅,88.47平米,535,单价60473元/平米,东北,其他,有电梯,高楼层(共38层),2002年建塔楼,3人关注,共0次带看,6个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003218754.html
9014,海珠,宝岗,宏宇广场 ,宏宇广场 舒适两房 户型方正,2室1厅,76平米,320,单价42106元/平米,东,简装,有电梯,低楼层(共33层),2000年建塔楼,6人关注,共1次带看,8个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003258520.html
9015,海珠,工业大道中,南箕花苑 ,南箕花苑 电梯高层 温馨两房 方正实用,2室1厅,69平米,245,单价35508元/平米,北,简装,-,高楼层(共15层),塔楼,24人关注,共0次带看,5个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003274007.html
9016,海珠,昌岗,南方花园 ,3房一厅 间隔方正,3室1厅,113平米,408,单价36107元/平米,南,其他,无电梯,高楼层(共9层),1998年建塔楼,37人关注,共0次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003378542.html
9017,海珠,滨江中,椰诚苑 ,椰城苑 电梯两房大两房 东南向 通风采光,2室1厅,86.57平米,380,单价43896元/平米,东南,其他,有电梯,高楼层(共16层),1999年建塔楼,22人关注,共0次带看,6个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003241809.html
9018,海珠,金碧,加怡花园 ,加怡花园二期 东向无遮 温馨2+1三房,3室2厅,83.22平米,340,单价40856元/平米,东,其他,有电梯,高楼层(共17层),2007年建塔楼,28人关注,共0次带看,5个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003280109.html
9019,海珠,同福,兰亭御园 ,兰亭御园 电梯三房 小区环境优美,3室1厅,135平米,783,单价58000元/平米,东南,其他,有电梯,中楼层(共30层),2008年建塔楼,9人关注,共0次带看,10个月以前发布,https://gz.lianjia.com/ershoufang/GZ0002925803.html
9020,海珠,宝岗,洪德路 ,实用温馨单位 配套完善,3室1厅,58平米,160,单价27587元/平米,北,简装,-,中楼层(共8层),塔楼,99人关注,共0次带看,9个月以前发布,https://gz.lianjia.com/ershoufang/GZ0002985024.html
9021,海珠,新港西,财智大厦 ,财智大厦，住宅70年,2室1厅,94平米,291.4,单价31000元/平米,东,简装,有电梯,高楼层(共30层),2007年建塔楼,86人关注,共1次带看,一年前发布,https://gz.lianjia.com/ershoufang/GZ0002611824.html
9022,海珠,金碧,加怡花园 ,加怡花园 南向两房 采光好,2室1厅,74.8平米,350,单价46792元/平米,东南,其他,有电梯,中楼层(共17层),2007年建塔楼,14人关注,共0次带看,8个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003111496.html
9023,海珠,滨江东,珠江广场 ,珠江广场 单间实用舒适 配套完善,1室1厅,30.31平米,180,单价59387元/平米,东,简装,有电梯,高楼层(共17层),2000年建塔楼,36人关注,共2次带看,一年前发布,https://gz.lianjia.com/ershoufang/GZ0002621163.html
9024,海珠,昌岗,悦安花园 ,悦安花园 温馨两房 配套完善,2室1厅,80.65平米,380,单价47118元/平米,西南,简装,有电梯,低楼层(共19层),2002年建塔楼,7人关注,共0次带看,8个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003124766.html
9025,海珠,南洲,罗马家园 ,罗马家园 实用三房 间隔方正,3室2厅,128.66平米,540,单价41972元/平米,南,其他,有电梯,低楼层(共12层),2007年建塔楼,21人关注,共0次带看,9个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003024894.html
9026,海珠,工业大道北,荔福路西华二街 ,沙园中层 东南向两房 婚房,2室1厅,60.36平米,175,单价28993元/平米,东南,其他,-,高楼层(共8层),塔楼,66人关注,共0次带看,6个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003220530.html
9027,海珠,新港西,富景花园 ,富景花园 南向2房 房出阳台 少有放盘,2室1厅,87.8平米,410,单价46698元/平米,南,简装,有电梯,高楼层(共32层),2003年建塔楼,40人关注,共0次带看,9个月以前发布,https://gz.lianjia.com/ershoufang/GZ0002975492.html
9028,海珠,金碧,金碧花园第三金碧 ,金碧花园 住家装修 带大阳台,1室1厅,32平米,155,单价48438元/平米,北,其他,有电梯,中楼层(共32层),2000年建塔楼,26人关注,共0次带看,6个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003221420.html
9029,海珠,工业大道北,江南苑 ,江南苑三期 电梯两房 望花园 安静小区,2室1厅,83.49平米,450,单价53899元/平米,西北,其他,有电梯,高楼层(共21层),1998年建塔楼,4人关注,共0次带看,8个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003113251.html
9030,海珠,金碧,金碧花园第二金碧 ,金碧花园二期 方正实用三房 望花园修改房,2室1厅,77.36平米,340,单价43951元/平米,东南,简装,有电梯,中楼层(共32层),2000年建塔楼,14人关注,共0次带看,11个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003136526.html
9031,海珠,新港西,江南新苑 ,江南新苑 小区环境好,2室1厅,81.05平米,480,单价59223元/平米,南 北,其他,有电梯,中楼层(共32层),2002年建塔楼,11人关注,共0次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003632043.html
9032,海珠,金碧,万华花园 ,万华花园 两房一厅 舒适单位,2室1厅,37.95平米,135,单价35574元/平米,西,简装,无电梯,低楼层(共9层),2005年建塔楼,6人关注,共1次带看,5个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004338498.html
9033,海珠,金碧,尚领时代 ,尚领时代 东南向两房,2室2厅,80.45平米,340,单价42263元/平米,东南,精装,有电梯,低楼层(共19层),2006年建塔楼,10人关注,共1次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003491783.html
9034,海珠,金碧,英豪花园阳光320 ,英豪花园 南向三房 采光好,3室1厅,109.46平米,520,单价47506元/平米,南,其他,有电梯,低楼层(共28层),2005年建塔楼,9人关注,共0次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003502921.html
9035,海珠,滨江东,嘉仕花园 ,嘉仕花园 实用西南向三房,3室2厅,106平米,620,单价58491元/平米,西南,精装,有电梯,中楼层(共16层),2000年建塔楼,14人关注,共0次带看,3个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003560028.html
9036,海珠,滨江东,珠江新岸公寓 ,实用舒适单位 配套完善,1室0厅,48平米,230,单价47917元/平米,东,简装,有电梯,低楼层(共32层),2009年建塔楼,17人关注,共0次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003345148.html
9037,海珠,昌岗,细岗路细岗东一街 ,细岗东一街 三房 格局方正,3室2厅,85平米,250,单价29412元/平米,东北,其他,无电梯,高楼层(共9层),塔楼,18人关注,共0次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003776082.html
9038,海珠,金碧,南洲花苑A区 ,精巧一房 采光通风 保养新净,1室1厅,43.51平米,138,单价31717元/平米,西,简装,无电梯,中楼层(共9层),1993年建塔楼,29人关注,共1次带看,一年前发布,https://gz.lianjia.com/ershoufang/GZ0002653125.html
9039,海珠,滨江西,南华东路 ,南华东路一房 户型方正生活便,1室1厅,38.33平米,100,单价26090元/平米,北,其他,-,中楼层(共7层),塔楼,65人关注,共1次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004025673.html
9040,海珠,江燕路,保利红棉花园 ,保利红棉花园 低层三房,3室2厅,81.2平米,320,单价39409元/平米,东,简装,无电梯,中楼层(共9层),1997年建塔楼,5人关注,共2次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004037266.html
9041,海珠,新港西,新港西路 ,新港西路166号 低层三房 装修保养好,3室2厅,58.16平米,250,单价42985元/平米,北,其他,无电梯,低楼层(共9层),塔楼,10人关注,共1次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003983377.html
9042,海珠,江燕路,万科派 ,万科派 两用办公 复式三房,3室1厅,72.84平米,380,单价52170元/平米,南,其他,-,中楼层(共21层),2015年建塔楼,7人关注,共1次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004094630.html
9043,海珠,工业大道南,新业路公安宿舍 ,新业路公安宿舍 安静两房,2室2厅,68平米,240,单价35295元/平米,北,精装,有电梯,低楼层(共13层),2000年建塔楼,4人关注,共1次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004104938.html
9044,海珠,江燕路,工业大道中375号大院 ,工业大道中 低层两房,2室2厅,67.7平米,198,单价29247元/平米,南,简装,无电梯,中楼层(共9层),1993年建塔楼,15人关注,共0次带看,11个月以前发布,https://gz.lianjia.com/ershoufang/GZ0002822771.html
9045,海珠,昌岗,江南大道中 ,江南大道中 温馨两房 南北通透 配套完善,2室1厅,50.8平米,175,单价34449元/平米,南,其他,无电梯,高楼层(共9层),塔楼,83人关注,共0次带看,5个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003273925.html
9046,海珠,广州大道南,翠馨华庭 ,复试温馨大两房  交通方便,2室2厅,60平米,270,单价45000元/平米,东,其他,有电梯,中楼层(共24层),2003年建塔楼,28人关注,共0次带看,9个月以前发布,https://gz.lianjia.com/ershoufang/GZ0002992930.html
9047,海珠,赤岗,聚宝阁 ,聚宝阁 三房 格局方正 通风采光好,3室1厅,51.77平米,180,单价34770元/平米,南 北,其他,无电梯,高楼层(共9层),1997年建塔楼,24人关注,共2次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004066702.html
9048,海珠,东晓路,东翠花园馨怡阁 ,采光好 配套完善,2室2厅,73.8平米,350,单价47426元/平米,南 北,其他,无电梯,低楼层(共6层),2003年建板楼,5人关注,共1次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004115100.html
9049,海珠,金碧,金碧花园第一金碧 ,金碧花园 简洁实用 两房南向望花园,2室2厅,69.3平米,300,单价43291元/平米,南,简装,有电梯,中楼层(共22层),2000年建塔楼,9人关注,共2次带看,3个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003583956.html
9050,海珠,宝岗,怡雅苑马涌直街 ,怡雅苑 实用两房 间隔方正,2室1厅,64.83平米,220,单价33935元/平米,东,其他,无电梯,高楼层(共9层),2002年建塔楼,2人关注,共1次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004011582.html
9051,海珠,宝岗,杏园小区 ,杏园小区 实用两房 户型方正 望花园,2室1厅,74.8平米,288,单价38503元/平米,北,其他,无电梯,高楼层(共9层),1998年建塔楼,6人关注,共2次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004017449.html
9052,海珠,宝岗,中海联同福睿府 ,同福睿府 一房一厅,1室1厅,47平米,280,单价59575元/平米,北,其他,-,中楼层(共27层),塔楼,20人关注,共0次带看,9个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003033205.html
9053,海珠,金碧,金碧花园第三金碧 ,金碧花园三期 格局方正 南向两房安静,2室2厅,87平米,349,单价40115元/平米,南,其他,有电梯,高楼层(共32层),2000年建塔楼,49人关注,共0次带看,9个月以前发布,https://gz.lianjia.com/ershoufang/GZ0002964593.html
9054,海珠,金碧,南洲花苑A区 ,南洲花苑 正规一房一厅 业主诚心放售,1室1厅,43.58平米,120,单价27536元/平米,北,简装,无电梯,高楼层(共9层),1993年建塔楼,37人关注,共1次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004077850.html
9055,海珠,滨江东,蓝色康园 ,蓝色康园 装修保养好,1室1厅,40平米,260,单价65000元/平米,北,其他,有电梯,高楼层(共19层),2005年建塔楼,10人关注,共1次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003979079.html
9056,海珠,工业大道中,保利花园 ,保利花园 花园中间 温馨两房 方正实用,2室2厅,76平米,370,单价48685元/平米,南,简装,有电梯,低楼层(共15层),2000年建塔楼,1人关注,共2次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004110494.html
9057,海珠,工业大道北,沙园沙园大街 ,实用舒适单位 配套完善,2室1厅,69.73平米,283,单价40586元/平米,东南,其他,无电梯,中楼层(共9层),2002年建塔楼,1人关注,共0次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003915791.html
9058,海珠,金碧,恒洲小苑 ,恒洲小苑 电梯两房一厅 安静舒适,2室1厅,57.31平米,235,单价41006元/平米,东南,其他,有电梯,低楼层(共9层),2016年建塔楼,19人关注,共1次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003948822.html
9059,海珠,工业大道北,江南苑 ,江南苑 小区管理 高层单位 采光好,1室1厅,50.95平米,180,单价35329元/平米,南 北,简装,无电梯,高楼层(共9层),1998年建塔楼,22人关注,共0次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003802196.html
9060,海珠,金碧,锦丽居 ,精致三房 阳光充足 装修新净 望江单位,3室2厅,93平米,450,单价48388元/平米,西南,其他,有电梯,高楼层(共23层),1999年建塔楼,8人关注,共0次带看,10个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003005619.html
9061,海珠,东晓路,海印南苑 ,海印南苑 格局方正 电梯三房带主套,3室1厅,117.52平米,532,单价45269元/平米,东南,其他,有电梯,低楼层(共28层),2000年建塔楼,5人关注,共0次带看,6个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003397020.html
